line,character,dialogue,sentiment
444,LUKE,I have no memory of my mother. I never knew her.,0
445,LEIA,"Luke, tell me. What's troubling you?",0
446,LUKE,"Vader is here...now, on this moon.",0
447,LEIA,How do you know?,0
448,LUKE,"I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him.",0
449,LEIA,Why?,0
450,LUKE,He's my father.,1
451,LEIA,Your father?,0
452,LUKE,"There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance.",0
453,LEIA,"Luke, don't talk that way. You have a power I--I don't understand and could never have.",0
454,LUKE,"You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.",0
455,LUKE,Yes. It's you Leia.,1
456,LEIA,I know. Somehow...I've always known.,1
457,LUKE,Then you know why I have to face him.,0
458,LEIA,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you.",0
459,LUKE,"No, you don't. You've always been strong.",1
460,LEIA,"But, why must you confront him?",0
461,LUKE,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.,0
462,HAN,"Hey, what's goin' on?",0
463,LEIA,Nothing. I - just want to be alone for a little while.,0
464,HAN,"Nothing?  Come on, tell me.  What's goin' on?",0
465,LEIA,I...I can't tell you.,0
466,HAN,Did you tell Luke? Is that who you could tell?,0
467,LEIA,I...,0
468,HAN,Ahhh...,0
469,HAN,I'm sorry.,0
470,LEIA,Hold me.,1
471,COMMANDER,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area.",0
472,COMMANDER,He was armed only with this.,1
473,VADER,"Good work, Commander. Leave us. Conduct your search and bring his companions to me.",1
474,COMMANDER,"Yes, my Lord.",1
475,VADER,The Emperor has been expecting you.,0
476,LUKE,"I know, father.",1
477,VADER,"So, you have accepted the truth.",0
478,LUKE,"I've accepted the truth that you were once Anakin Skywalker, my father.",0
479,VADER,That name no longer has any meaning for me.,0
480,LUKE,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.,0
481,VADER,I see you have constructed a new lightsaber.,0
482,VADER,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen.",1
483,LUKE,Come with me.,1
484,VADER,Obi-Wan once thought as you do.,0
485,VADER,You don't know the power of the dark side. I must obey my master.,1
486,LUKE,I will not turn...and you'll be forced to kill me.,0
487,VADER,If that is your destiny.,0
488,LUKE,"Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate.",0
489,VADER,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.",0
490,LUKE,Then my father is truly dead.,0
491,LEIA,The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.,0
492,HAN,"Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this.",0
493,LEIA,What's he saying?,1
494,THREEPIO,He says there's a secret entrance on the other side of the ridge.,1
495,LANDO,"Admiral, we're in position. All fighters accounted for.",1
496,ACKBAR,Proceed with the countdown. All groups assume attack coordinates.,1
497,LANDO,"Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time.",0
498,ACKBAR,"All craft, prepare to jump to hyperspace on my mark.",0
499,LANDO,All right. Stand by.,1
500,HAN,"Back door, huh? Good idea.",1
501,HAN,It's only a few guards. This shouldn't be too much trouble.,1
502,LEIA,"Well, it only takes one to sound the alarm.",1
503,HAN,Then we'll do it real quiet-like.,0
504,THREEPIO,"Oh! Oh, my. Uh, Princess Leia!",0
505,LEIA,Quiet.,1
506,THREEPIO,I'm afraid our furry companion has gone and done something rather rash.,1
507,LEIA,"Oh, no.",0
508,HAN,There goes our surprise attack.,1
509,SCOUT,Look! Over there! Stop him!,0
510,HAN,Not bad for a little furball. There's only one left. You stay here. We'll take care of this.,1
511,THREEPIO,I have decided that we shall stay here.,0
512,EMPEROR,"Welcome, young Skywalker. I have been expecting you.",1
513,EMPEROR,You no longer need those.,0
514,EMPEROR,"Guards, leave us.",1
515,EMPEROR,I'm looking forward to completing your training. In time you will call me Master.,1
516,LUKE,You're gravely mistaken. You won't convert me as you did my father.,0
517,EMPEROR,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.",0
518,VADER,His lightsaber.,1
519,EMPEROR,"Ah, yes, a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you.",1
520,LUKE,You're wrong. Soon I'll be dead...and you with me.,1
521,EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.,1
522,EMPEROR,Yes...I assure you we are quite safe from your friends here.,1
523,LUKE,Your overconfidence is your weakness.,0
524,EMPEROR,Your faith in your friends is yours.,1
525,VADER,"It is pointless to resist, my son.",0
526,EMPEROR,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...,0
527,EMPEROR,...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.,0
528,EMPEROR,Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.,1
529,HAN,"All right! Up! Move! Come on! Quickly! Quickly, Chewie.",0
530,LEIA,Han! Hurry! The fleet will be here any moment.,1
531,HAN,"Charges!  Come on, come on!",1
532,THREEPIO,"Oh, my! They'll be captured!",0
533,THREEPIO,"Wa-wait! Wait, come back! Artoo, stay with me.",0
534,COMMANDER,Freeze! You Rebel scum.,0
535,LANDO,All wings report in.,0
536,WEDGE,Red Leader standing by.,1
537,GRAY LEADER,Gray Leader standing by.,1
538,GREEN LEADER,Green Leader standing by.,1
539,WEDGE,Lock S-foils in attack positions.,0
540,ACKBAR,May the Force be with us.,1
541,LANDO,"We've got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don't know if we're coming.",0
542,LANDO,Break off the attack! The shield is still up.,1
543,RED LEADER,I get no reading. Are you sure?,0
544,LANDO,Pull up! All craft pull up!,0
545,ACKBAR,"Take evasive action! Green Group, stick close to holding sector MV-7.",0
546,CONTROLLER,"Admiral, we have enemy ships in sector 47.",0
547,ACKBAR,It's a trap!,0
548,LANDO,Fighters coming in.,1
549,REBEL PILOT,There's too many of them!,0
550,LANDO,Accelerate to attack speed! Draw their fire away from the cruisers.,0
551,WEDGE,"Copy, Gold Leader.",1
552,EMPEROR,"Come, boy. See for yourself.",1
553,EMPEROR,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.",1
554,EMPEROR,"You want this, don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.",1
555,LUKE,No!,1
556,EMPEROR,"It is unavoidable. It is your destiny. You, like your father, are now mine!",1
557,STORMTROOPER,"All right, move it! I said move it! Go on!",0
558,THREEPIO,"Hello! I say, over there! Were you looking for me?",0
559,BUNKER COMMANDER,Bring those two down here!,1
560,STORMTROOPER,Let's go!,1
561,THREEPIO,"Well, they're on their way. Artoo, are you sure this was a good idea?",1
562,STORMTROOPER,Freeze! Don't move!,0
563,THREEPIO,We surrender.,0
564,THREEPIO,"Ohhh! Stand back, Artoo.",0
565,LEIA,The code's changed. We need Artoo!,0
566,HAN,Here's the terminal.,0
567,LEIA,"Artoo, where are you? We need you at the bunker right away.",0
568,THREEPIO,"Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!",0
569,LANDO,"Watch yourself, Wedge! Three from above!",0
570,WEDGE,"Red Three, Red Two, pull in!",0
571,RED TWO,Got it!,1
572,RED THREE,"Three of them coming in, twenty degrees!",0
573,WEDGE,Cut to the left! I'll take the leader! They're heading for the medical frigate.,1
574,NAVIGATOR,Pressure's steady.,1
575,LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,1
576,COMMANDER,"We're in attack position now, sir.",1
577,PIETT,Hold here.,1
578,COMMANDER,We're not going to attack?,0
579,PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,1
580,EMPEROR,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander.",1
581,JERJERROD,Fire!,0
582,LANDO,"That blast came from the Death Star! That thing's operational!  Home One, this is Gold Leader.",1
583,ACKBAR,We saw it. All craft prepare to retreat.,0
584,LANDO,"You won't get another chance at this, Admiral.",0
585,ACKBAR,"We have no choice, General Calrissian. Our cruisers can't repel firepower of that magnitude.",1
586,LANDO,Han will have that shield down. We've got to give him more time.,0
587,THREEPIO,We're coming!,1
588,HAN,Come on! Come on!,1
589,THREEPIO,"Oh, Artoo, hurry!",0
590,THREEPIO,"My goodness! Artoo, why did you have to be so brave?",0
591,HAN,"Well, I suppose I could hotwire this thing.",0
592,LEIA,I'll cover you.,1
593,LANDO,Yes! I said closer! Move as close as you can and engage those Star Destroyers at point- blank range.,0
594,ACKBAR,"At that close range, we won't last long against those Star Destroyers.",0
595,LANDO,We'll last longer then we will against that Death Star...and we might just take a few of them with us.,0
596,REBEL PILOT,She's gonna blow!,1
597,Y-WING PILOT,I'm hit!,1
598,EMPEROR,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends.",1
599,EMPEROR,"Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred, and your journey towards the dark side will be complete.",1
600,WALKER PILOT #1,Look!,0
601,PILOT #2,Get him off of there!,1
602,HAN,I think I got it. I got it!,0
603,THREEPIO,"Oh, Princess Leia, are you all right?",0
604,HAN,Let's see.,1
605,LEIA,It's not bad.,1
606,STORMTROOPER,Freeze!,0
607,THREEPIO,"Oh, dear.",0
608,STORMTROOPER,Don't move!,0
609,HAN,I love you.,0
610,LEIA,I know.,0
611,STORMTROOPER,Hands up! Stand up!,0
612,HAN,Stay back.,1
613,HAN,"Chewie!  Get down here!  She's wounded!  No, wait....  I got an idea.",0
614,EMPEROR,"Good.  Use your aggressive feelings, boy!  Let the hate flow through you.",0
615,VADER,Obi-Wan has taught you well.,1
616,LUKE,"I will not fight you, father.",1
617,VADER,You are unwise to lower your defenses.,0
618,LUKE,"Your thoughts betray you, father. I feel the good in you...the conflict.",1
619,VADER,There is no conflict.,1
620,LUKE,"You couldn't bring yourself to kill me before, and I don't believe you'll destroy me now.",0
621,VADER,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny.",0
622,EMPEROR,Good.  Good.,1
623,LANDO,Watch out. Squad at .06.,1
624,REBEL PILOT,"I'm on it, Gold Leader.",0
625,WEDGE,"Good shot, Red Two.",1
626,LANDO,"Now...come on, Han, old buddy. Don't let me down.",1
627,HAN/PILOT,"It's over, Commander. The Rebels have been routed. They're fleeing into the woods. We need reinforcements to continue the pursuit.",1
628,CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.,1
629,SECOND COMMANDER,"Yes, sir.",1
630,HAN,Throw me another charge.,1
631,VADER,"You cannot hide forever, Luke.",0
632,LUKE,I will not fight you.,1
633,VADER,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",0
634,VADER,"Sister! So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.",0
635,LUKE,Never-r-r!,1
636,EMPEROR,"Good! Your hate has made you powerful. Now, fulfill your destiny and take your father's place at my side!",1
637,LUKE,"Never! I'll never turn to the dark side. You've failed, Your Highness. I am a Jedi, like my father before me.",0
638,EMPEROR,So be it...Jedi.,0
639,HAN,Move! Move!,0
640,ACKBAR,The shield is down! Commence attack on the Death Star's main reactor.,1
641,LANDO,"We're on our way. Red Group, Gold Group, all fighters follow me.  Told you they'd do it!",1
642,EMPEROR,"If you will not be turned, you will be destroyed.",0
643,EMPEROR,"Young fool...only now, at the end, do you understand.",0
644,EMPEROR,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,1
645,LUKE,"Father, please. Help me.",1
646,EMPEROR,"Now, young Skywalker...you will die.",0
647,WEDGE,I'm going in.,0
648,LANDO,Here goes nothing.,1
649,LANDO,Now lock onto the strongest power source. It should be the power generator.,0
650,WEDGE,Form up. And stay alert. We could run out of space real fast.,0
651,LANDO,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,0
652,PILOT,"Copy, Gold Leader.",1
653,LANDO,That was too close.,0
654,ACKBAR,We've got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,1
655,CONTROLLER,"Sir, we've lost our bridge deflector shield.",1
656,PIETT,Intensify the forward batteries. I don't want anything to get through.,0
657,PIETT,Intensify forward firepower!,1
658,COMMANDER,It's too late!,0
659,VADER,"Luke, help me take this mask off.",1
660,LURE,But you'll die.,0
661,VADER,Nothing can stop that now. Just for once... let me look on you with my own eyes.,0
662,ANAKIN,"Now...go, my son. Leave me.",1
663,LUKE,No. You're coming with me. I can't leave you here. I've got to save you.,1
664,ANAKIN,"You already have, Luke. You were right about me. Tell your sister...you were right.",1
665,LUKE,Father... I won't leave you.,0
666,WEDGE,There it is!,0
667,LANDO,"All right, Wedge. Go for the power regulator on the north tower.",0
668,WEDGE,"Copy, Gold Leader. I'm already on my way out.",1
669,ACKBAR,Move the fleet away from the Death Star.,1
670,LANDO,"Wedge, I don't think we're going to make it.",0
671,WEDGE,You'll make it. Just follow me Gold Leader.,0
672,LANDO,I promised to return his ship without a scratch...I sure hope that old pirate forgives me.,1
673,HAN,Lando...,1
674,THREEPIO,They did it!,0
